DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_DEMAND_[MW],AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_IMPORT(-)_EXPORT(+)_[MW],BE_DEMAND_[MW],BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BE_IMPORT(-)_EXPORT(+)_[MW],CH_DEMAND_[MW],CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CH_IMPORT(-)_EXPORT(+)_[MW],DE_DEMAND_[MW],DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DE_IMPORT(-)_EXPORT(+)_[MW],FR_DEMAND_[MW],FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FR_IMPORT(-)_EXPORT(+)_[MW],NL_DEMAND_[MW],NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NL_IMPORT(-)_EXPORT(+)_[MW],SI_DEMAND_[MW],SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SI_IMPORT(-)_EXPORT(+)_[MW],DK_DEMAND_[MW],DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DK_IMPORT(-)_EXPORT(+)_[MW],Column1,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_00_04,23.200,71.000,23.200,11.000,87.000,81.480,-60.000,67.000,23.200,34.000,562.000,23.200,96.000,508.000,23.200,14.000,114.000,133.800,-70.000,15.000,23.200,-12.000,20.000,23.200,-12.000,122.814,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_04_08,26.560,71.000,26.560,12.000,87.000,61.950,-58.000,67.000,26.560,39.000,562.000,26.560,-4.000,508.000,26.560,107.000,114.000,131.720,-70.000,15.000,26.560,-15.000,20.000,26.560,-11.000,122.864,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_08_12,10.280,71.000,10.280,-18.000,87.000,63.200,-58.000,67.000,10.280,17.000,562.000,10.280,-8.000,508.000,10.280,152.000,114.000,129.860,-55.000,15.000,10.280,-15.000,20.000,10.280,-6.000,122.919,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_12_16,21.000,71.000,21.000,14.000,87.000,89.490,-60.000,67.000,21.000,53.000,562.000,21.000,31.000,508.000,21.000,58.000,114.000,21.000,-70.000,15.000,21.000,-15.000,20.000,21.000,-11.000,122.971,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_16_20,13.600,71.000,13.600,-2.000,87.000,67.010,-58.000,67.000,13.600,42.000,562.000,13.600,8.000,508.000,13.600,105.000,114.000,143.890,-70.000,15.000,13.600,-15.000,20.000,13.600,-10.000,123.032,,
04/03/2021,04/03/2021,FCR,1,NEGPOS_20_24,11.000,71.000,11.000,4.000,87.000,65.080,-58.000,67.000,11.000,25.000,562.000,11.000,2.000,508.000,11.000,123.000,114.000,101.470,-70.000,15.000,11.000,-15.000,20.000,11.000,-11.000,123.088,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_00_04,16.500,71.000,16.500,-3.000,87.000,71.410,-60.000,67.000,16.500,7.000,562.000,16.500,39.000,508.000,16.500,110.000,114.000,132.450,-70.000,15.000,16.500,-11.000,20.000,16.500,-12.000,123.148,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_04_08,16.710,71.000,16.710,-10.000,87.000,62.210,-58.000,67.000,16.710,31.000,562.000,16.710,21.000,508.000,16.710,115.000,114.000,129.310,-70.000,15.000,16.710,-15.000,20.000,16.710,-11.000,123.209,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_08_12,10.000,71.000,10.000,-29.000,87.000,64.880,-58.000,67.000,10.000,18.000,562.000,10.000,0.000,508.000,3.360,152.000,114.000,132.530,-58.000,15.000,10.000,-15.000,20.000,10.000,-10.000,123.267,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_12_16,12.840,71.000,12.840,-15.000,87.000,60.000,-60.000,67.000,12.840,12.000,562.000,12.840,37.000,508.000,12.840,110.000,114.000,100.000,-58.000,15.000,12.840,-15.000,20.000,12.840,-11.000,123.325,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_16_20,12.400,71.000,12.400,-15.000,87.000,67.650,-58.000,67.000,12.400,18.000,562.000,12.400,15.000,508.000,12.400,135.000,114.000,141.930,-70.000,15.000,12.400,-15.000,20.000,12.400,-10.000,123.387,,
05/03/2021,05/03/2021,FCR,1,NEGPOS_20_24,10.500,71.000,10.500,-21.000,87.000,64.830,-58.000,67.000,10.500,14.000,562.000,10.500,9.000,508.000,4.720,152.000,114.000,103.410,-70.000,15.000,10.500,-15.000,20.000,10.500,-11.000,123.447,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_00_04,13.920,71.000,13.920,5.000,87.000,82.580,-60.000,67.000,13.920,-10.000,562.000,13.920,19.000,508.000,12.000,152.000,114.000,20.000,-79.000,15.000,13.920,-15.000,20.000,13.920,-12.000,123.508,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_04_08,19.870,71.000,19.870,6.000,87.000,59.120,-60.000,67.000,19.870,0.000,562.000,19.870,30.000,508.000,19.870,129.000,114.000,24.000,-79.000,15.000,19.870,-15.000,20.000,19.870,-11.000,123.570,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_08_12,20.600,71.000,20.600,15.000,87.000,39.000,-60.000,67.000,20.600,58.000,562.000,20.600,8.000,508.000,20.600,84.000,114.000,20.600,-79.000,15.000,20.600,-15.000,20.000,20.600,-11.000,123.630,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_12_16,21.000,71.000,21.000,3.000,87.000,72.530,-60.000,67.000,21.000,45.000,562.000,21.000,60.000,508.000,21.000,55.000,114.000,21.000,-79.000,15.000,21.000,-15.000,20.000,21.000,-9.000,123.687,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_16_20,16.520,71.000,16.520,8.000,87.000,53.860,-60.000,67.000,16.520,70.000,562.000,16.520,29.000,508.000,16.520,58.000,114.000,16.520,-79.000,15.000,16.520,-15.000,20.000,16.520,-11.000,123.743,,
06/03/2021,06/03/2021,FCR,1,NEGPOS_20_24,11.800,71.000,11.800,-5.000,87.000,27.480,-60.000,67.000,11.800,-3.000,562.000,11.800,30.000,508.000,11.800,144.000,114.000,48.000,-79.000,15.000,11.800,-15.000,20.000,11.800,-12.000,123.800,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_00_04,17.340,71.000,17.340,7.000,87.000,60.600,-60.000,67.000,17.340,13.000,562.000,17.340,27.000,508.000,17.340,117.000,114.000,17.340,-76.000,15.000,17.340,-15.000,20.000,17.340,-12.000,123.858,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_04_08,20.400,71.000,20.400,7.000,87.000,40.270,-60.000,67.000,20.400,-7.000,562.000,20.400,49.000,508.000,20.400,113.000,114.000,20.400,-76.000,15.000,20.400,-15.000,20.000,20.400,-11.000,123.920,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_08_12,20.600,71.000,20.600,7.000,87.000,44.260,-60.000,67.000,20.600,17.000,562.000,20.600,64.000,508.000,20.600,68.000,114.000,20.600,-70.000,15.000,20.600,-15.000,20.000,20.600,-11.000,123.978,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_12_16,22.600,71.000,22.600,7.000,87.000,84.380,-60.000,67.000,22.600,-5.000,562.000,22.600,68.000,508.000,22.600,87.000,114.000,22.600,-70.000,15.000,22.600,-15.000,20.000,22.600,-12.000,124.035,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_16_20,16.000,71.000,16.000,5.000,87.000,41.680,-60.000,67.000,16.000,39.000,562.000,16.000,-7.000,508.000,16.000,119.000,114.000,16.000,-70.000,15.000,16.000,-15.000,20.000,16.000,-11.000,124.092,,
07/03/2021,07/03/2021,FCR,1,NEGPOS_20_24,10.400,71.000,10.400,-12.000,87.000,21.880,-60.000,67.000,10.400,23.000,562.000,10.400,3.000,508.000,3.560,152.000,114.000,10.790,-79.000,15.000,10.400,-15.000,20.000,10.400,-12.000,124.148,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_00_04,26.360,71.000,26.360,12.000,87.000,57.690,-60.000,67.000,26.360,27.000,562.000,26.360,77.000,508.000,26.360,40.000,114.000,26.360,-73.000,15.000,26.360,-11.000,20.000,26.360,-12.000,124.208,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_04_08,32.080,71.000,32.080,8.000,87.000,41.480,-60.000,67.000,32.080,47.000,562.000,32.080,52.000,508.000,32.080,53.000,114.000,32.080,-73.000,15.000,32.080,-15.000,20.000,32.080,-12.000,124.270,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_08_12,10.990,71.000,10.990,-7.000,87.000,200.000,-60.000,67.000,10.990,10.000,562.000,10.990,4.000,508.000,3.240,152.000,114.000,10.990,-73.000,15.000,10.990,-15.000,20.000,10.990,-11.000,124.324,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_12_16,10.000,71.000,10.000,-17.000,87.000,79.470,-60.000,67.000,10.000,24.000,562.000,10.000,9.000,508.000,10.000,148.000,114.000,11.710,-79.000,15.000,10.000,-15.000,20.000,10.000,-10.000,124.375,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_16_20,11.200,71.000,11.200,-7.000,87.000,101.360,-58.000,67.000,11.200,0.000,562.000,11.200,17.000,508.000,3.120,152.000,114.000,11.460,-79.000,15.000,11.200,-15.000,20.000,11.200,-10.000,124.438,,
08/03/2021,08/03/2021,FCR,1,NEGPOS_20_24,11.620,71.000,11.620,-5.000,87.000,101.360,-58.000,67.000,11.620,20.000,562.000,11.620,0.000,508.000,3.400,152.000,114.000,12.730,-79.000,15.000,11.620,-15.000,20.000,11.620,-11.000,124.501,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_00_04,12.500,71.000,12.500,4.000,87.000,96.920,-58.000,67.000,12.500,39.000,562.000,12.500,15.000,508.000,12.500,102.000,114.000,160.640,-75.000,15.000,12.500,-15.000,20.000,12.500,-12.000,124.563,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_04_08,16.720,71.000,16.720,2.000,87.000,99.120,-58.000,67.000,16.720,32.000,562.000,16.720,18.000,508.000,16.720,108.000,114.000,162.700,-75.000,15.000,16.720,-15.000,20.000,16.720,-12.000,124.626,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_08_12,10.500,71.000,10.500,-12.000,87.000,102.320,-58.000,67.000,10.500,9.000,562.000,10.500,6.000,508.000,0.680,152.000,114.000,214.780,-75.000,15.000,10.500,-15.000,20.000,10.500,-7.000,124.688,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_12_16,11.000,71.000,11.000,-7.000,87.000,94.040,-58.000,67.000,11.000,38.000,562.000,11.000,17.000,508.000,11.000,101.000,114.000,151.120,-75.000,15.000,11.000,-15.000,20.000,11.000,-1.000,124.747,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_16_20,10.400,71.000,10.400,-17.000,87.000,102.320,-58.000,67.000,10.400,5.000,562.000,10.400,15.000,508.000,8.240,152.000,114.000,157.870,-75.000,15.000,10.400,-15.000,20.000,10.400,-7.000,124.811,,
09/03/2021,09/03/2021,FCR,1,NEGPOS_20_24,10.830,71.000,10.830,-7.000,87.000,101.160,-58.000,67.000,10.830,31.000,562.000,10.830,-1.000,508.000,10.830,136.000,114.000,120.350,-75.000,15.000,10.830,-15.000,20.000,10.830,-7.000,124.874,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_00_04,19.500,71.000,19.500,14.000,87.000,99.120,-58.000,67.000,19.500,4.000,562.000,19.500,46.000,508.000,19.500,99.000,114.000,169.760,-78.000,15.000,19.500,-15.000,20.000,19.500,-12.000,124.937,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_04_08,15.920,71.000,15.920,4.000,87.000,105.320,-58.000,67.000,15.920,1.000,562.000,15.920,9.000,508.000,12.000,152.000,114.000,140.240,-78.000,15.000,15.920,-15.000,20.000,17.850,-14.000,125.000,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_08_12,11.360,71.000,11.360,-5.000,87.000,46.490,-60.000,67.000,11.360,35.000,562.000,11.360,-26.000,508.000,11.000,152.000,114.000,201.220,-66.000,15.000,11.360,-15.000,20.000,17.850,-14.000,125.059,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_12_16,13.600,71.000,13.600,6.000,87.000,94.440,-58.000,67.000,13.600,24.000,562.000,13.600,6.000,508.000,13.600,129.000,114.000,130.050,-78.000,15.000,13.600,-15.000,20.000,17.850,-14.000,125.118,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_16_20,11.000,71.000,11.000,-7.000,87.000,102.720,-58.000,67.000,11.000,35.000,562.000,11.000,14.000,508.000,11.000,123.000,114.000,147.040,-78.000,15.000,11.000,-15.000,20.000,20.000,-14.000,125.178,,
10/03/2021,10/03/2021,FCR,1,NEGPOS_20_24,19.870,71.000,19.870,11.000,87.000,101.560,-58.000,67.000,19.870,51.000,562.000,19.870,-13.000,508.000,19.870,116.000,114.000,110.980,-78.000,15.000,19.870,-15.000,20.000,19.870,-14.000,125.237,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_00_04,46.080,71.000,46.080,1.000,87.000,123.050,-58.000,67.000,46.080,53.000,562.000,46.080,47.000,508.000,46.080,54.000,114.000,160.640,-77.000,15.000,46.080,-15.000,20.000,46.080,-5.000,125.296,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_04_08,35.000,71.000,35.000,0.000,87.000,1665.160,-42.000,67.000,35.000,64.000,562.000,35.000,40.000,508.000,35.000,37.000,114.000,142.710,-77.000,15.000,35.000,-15.000,20.000,35.000,-7.000,125.355,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_08_12,24.950,71.000,24.950,4.000,87.000,1299.670,-42.000,67.000,23.300,96.000,562.000,24.950,15.000,508.000,24.950,30.000,114.000,204.650,-77.000,15.000,24.950,-15.000,20.000,24.950,-11.000,125.399,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_12_16,40.040,71.000,40.040,1.000,87.000,96.860,-60.000,67.000,40.040,66.000,562.000,40.040,40.000,508.000,40.040,52.000,114.000,140.660,-77.000,15.000,40.040,-15.000,20.000,40.040,-7.000,125.449,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_16_20,29.000,71.000,29.000,18.000,87.000,111.400,-58.000,67.000,23.110,101.000,562.000,29.000,-9.000,508.000,29.000,53.000,114.000,146.620,-77.000,15.000,29.000,-15.000,20.000,29.000,-12.000,125.505,,
11/03/2021,11/03/2021,FCR,1,NEGPOS_20_24,30.000,71.000,30.000,6.000,87.000,140.280,-58.000,67.000,30.000,53.000,562.000,30.000,37.000,508.000,30.000,65.000,114.000,119.630,-77.000,15.000,30.000,-15.000,20.000,30.000,-11.000,125.553,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_00_04,48.400,71.000,48.400,-4.000,87.000,229.250,-58.000,67.000,48.400,5.000,562.000,48.400,13.000,508.000,48.400,142.000,114.000,157.710,-74.000,15.000,48.400,-13.000,20.000,48.400,-11.000,125.607,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_04_08,40.520,71.000,40.520,-8.000,87.000,101.890,-60.000,67.000,40.520,39.000,562.000,40.520,2.000,508.000,40.520,126.000,114.000,151.970,-74.000,15.000,40.520,-13.000,20.000,40.520,-12.000,125.660,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_08_12,31.960,71.000,31.960,-6.000,87.000,105.770,-60.000,67.000,31.960,83.000,562.000,31.960,9.000,508.000,31.960,68.000,114.000,243.240,-74.000,15.000,31.960,-6.000,20.000,38.530,-14.000,125.703,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_12_16,30.000,71.000,30.000,-6.000,87.000,139.250,-60.000,67.000,30.000,37.000,562.000,30.000,14.000,508.000,30.000,118.000,114.000,167.790,-74.000,15.000,30.000,-15.000,20.000,38.530,-14.000,125.751,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_16_20,25.320,71.000,25.320,-2.000,87.000,124.800,-58.000,67.000,25.320,77.000,562.000,25.320,-12.000,508.000,25.320,98.000,114.000,155.610,-74.000,15.000,25.320,-15.000,20.000,38.530,-14.000,125.799,,
12/03/2021,12/03/2021,FCR,1,NEGPOS_20_24,27.000,71.000,27.000,11.000,87.000,135.120,-58.000,67.000,27.000,20.000,562.000,27.000,-22.000,508.000,25.960,152.000,114.000,125.030,-74.000,15.000,27.000,-15.000,20.000,38.530,-14.000,125.848,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_00_04,58.600,71.000,58.600,30.000,87.000,163.880,-60.000,67.000,58.600,3.000,562.000,58.600,4.000,508.000,58.600,123.000,114.000,154.750,-74.000,15.000,58.600,-14.000,20.000,58.600,-12.000,125.897,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_04_08,56.000,71.000,56.000,27.000,87.000,144.090,-60.000,67.000,56.000,2.000,562.000,56.000,14.000,508.000,56.000,117.000,114.000,159.540,-74.000,15.000,56.000,-14.000,20.000,56.000,-12.000,125.946,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_08_12,57.840,71.000,57.840,40.000,87.000,155.450,-60.000,67.000,57.840,29.000,562.000,57.840,-51.000,508.000,57.840,143.000,114.000,206.630,-74.000,15.000,57.840,-15.000,20.000,57.840,-12.000,125.984,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_12_16,56.400,71.000,56.400,28.000,87.000,173.620,-60.000,67.000,56.400,0.000,562.000,56.400,7.000,508.000,56.400,120.000,114.000,164.410,-74.000,15.000,56.400,-9.000,20.000,56.400,-12.000,126.023,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_16_20,38.000,71.000,38.000,11.000,87.000,147.000,-60.000,67.000,38.000,45.000,562.000,38.000,-23.000,508.000,38.000,130.000,114.000,130.970,-74.000,15.000,38.000,-15.000,20.000,38.530,-14.000,126.061,,
13/03/2021,13/03/2021,FCR,1,NEGPOS_20_24,55.200,71.000,55.200,16.000,87.000,148.880,-60.000,67.000,55.200,8.000,562.000,55.200,14.000,508.000,55.200,113.000,114.000,120.870,-74.000,15.000,55.200,-6.000,20.000,55.200,-11.000,126.100,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_00_04,73.760,71.000,73.760,32.000,87.000,159.610,-60.000,67.000,73.760,35.000,562.000,73.760,-38.000,508.000,73.760,125.000,114.000,258.530,-79.000,15.000,73.760,-6.000,20.000,73.760,-9.000,126.149,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_04_08,92.170,71.000,92.170,33.000,87.000,154.130,-60.000,67.000,92.170,41.000,562.000,92.170,3.000,508.000,92.170,75.000,114.000,220.830,-79.000,15.000,92.170,-6.000,20.000,92.170,-7.000,126.189,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_08_12,59.240,71.000,59.240,32.000,87.000,167.700,-60.000,67.000,59.240,33.000,562.000,59.240,-9.000,508.000,59.240,100.000,114.000,239.050,-79.000,15.000,59.240,-9.000,20.000,59.240,-8.000,126.219,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_12_16,81.000,71.000,81.000,32.000,87.000,175.370,-60.000,67.000,81.000,39.000,562.000,81.000,34.000,508.000,81.000,46.000,114.000,447.770,-79.000,15.000,81.000,-6.000,20.000,81.000,-6.000,126.238,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_16_20,59.230,71.000,59.230,36.000,87.000,165.410,-60.000,67.000,59.230,37.000,562.000,59.230,55.000,508.000,59.230,34.000,114.000,147.230,-79.000,15.000,59.230,-15.000,20.000,59.230,-8.000,126.276,,
14/03/2021,14/03/2021,FCR,1,NEGPOS_20_24,44.000,71.000,44.000,10.000,87.000,132.900,-60.000,67.000,44.000,4.000,562.000,44.000,81.000,508.000,44.000,68.000,114.000,123.790,-79.000,15.000,44.000,-15.000,20.000,44.000,-9.000,126.301,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_00_04,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,0.000,0.000,-,-,-,-,-,-,126.339,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_04_08,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,5.000,0.000,-,-,-,-,-,-,126.385,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_08_12,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,0.000,0.000,-,-,-,-,-,-,126.385,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_12_16,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,17.000,0.000,-,-,-,-,-,-,126.385,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_16_20,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,47.000,0.000,-,-,-,-,-,-,126.385,,
14/03/2021,14/03/2021,FCR,2,NEGPOS_20_24,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.000,21.000,0.000,-,-,-,-,-,-,126.385,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_00_04,60.520,71.000,60.520,33.000,87.000,146.100,-60.000,67.000,60.520,44.000,562.000,60.520,-53.000,508.000,60.520,132.000,114.000,137.660,-74.000,15.000,60.520,-12.000,20.000,60.520,-10.000,126.385,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_04_08,58.180,71.000,58.180,46.000,87.000,84.980,-60.000,67.000,58.180,37.000,562.000,58.180,-50.000,508.000,58.180,127.000,114.000,156.450,-74.000,15.000,58.180,-15.000,20.000,58.180,-11.000,126.385,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_08_12,45.000,71.000,45.000,60.000,87.000,127.000,-59.000,67.000,29.550,99.000,562.000,45.000,1.000,508.000,45.000,-2.000,114.000,205.010,-74.000,15.000,45.000,-15.000,20.000,45.000,-10.000,126.422,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_12_16,51.290,71.000,51.290,42.000,87.000,157.910,-59.000,67.000,51.290,70.000,562.000,51.290,16.000,508.000,51.290,30.000,114.000,149.940,-74.000,15.000,51.290,-15.000,20.000,51.290,-10.000,126.461,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_16_20,37.000,71.000,37.000,60.000,87.000,132.220,-59.000,67.000,28.420,98.000,562.000,37.000,-62.000,508.000,37.000,63.000,114.000,160.260,-74.000,15.000,37.000,-15.000,20.000,37.000,-11.000,126.507,,
15/03/2021,15/03/2021,FCR,1,NEGPOS_20_24,28.680,71.000,28.680,13.000,87.000,129.290,-59.000,67.000,28.680,50.000,562.000,28.680,-11.000,508.000,28.680,110.000,114.000,111.570,-74.000,15.000,28.680,-15.000,20.000,35.000,-14.000,126.549,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_00_04,39.000,71.000,39.000,6.000,87.000,190.540,-60.000,67.000,39.000,13.000,562.000,39.000,68.000,508.000,39.000,74.000,114.000,126.830,-74.000,15.000,39.000,-15.000,20.000,39.000,-12.000,126.600,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_04_08,26.260,71.000,26.260,6.000,87.000,123.120,-58.000,67.000,26.260,34.000,562.000,26.260,39.000,508.000,26.260,75.000,114.000,147.610,-62.000,15.000,26.260,-15.000,20.000,35.000,-14.000,126.652,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_08_12,21.550,71.000,21.550,6.000,87.000,116.400,-58.000,67.000,21.550,47.000,562.000,21.550,-27.000,508.000,21.550,123.000,114.000,199.760,-62.000,15.000,21.550,-15.000,20.000,35.000,-14.000,126.701,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_12_16,22.000,71.000,22.000,6.000,87.000,119.120,-58.000,67.000,22.000,35.000,562.000,22.000,34.000,508.000,22.000,93.000,114.000,159.380,-74.000,15.000,22.000,-15.000,20.000,35.000,-14.000,126.753,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_16_20,16.490,71.000,16.490,4.000,87.000,121.880,-58.000,67.000,16.490,42.000,562.000,16.490,-34.000,508.000,11.000,152.000,114.000,162.020,-74.000,15.000,16.490,-15.000,20.000,35.000,-14.000,126.805,,
16/03/2021,16/03/2021,FCR,1,NEGPOS_20_24,18.000,71.000,18.000,6.000,87.000,113.680,-58.000,67.000,18.000,8.000,562.000,18.000,-5.000,508.000,11.000,152.000,114.000,123.360,-74.000,15.000,18.000,-15.000,20.000,35.000,-14.000,126.857,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_00_04,15.200,71.000,15.200,2.000,87.000,182.210,-60.000,67.000,15.200,6.000,562.000,15.200,1.000,508.000,11.000,152.000,114.000,142.890,-74.000,15.000,15.200,-15.000,20.000,15.200,-12.000,126.910,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_04_08,21.000,71.000,21.000,4.000,87.000,108.560,-58.000,67.000,21.000,9.000,562.000,21.000,-6.000,508.000,11.000,152.000,114.000,123.490,-74.000,15.000,21.000,-15.000,20.000,21.000,-12.000,126.962,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_08_12,21.240,71.000,21.240,2.000,87.000,112.760,-58.000,67.000,21.240,21.000,562.000,21.240,-15.000,508.000,19.480,152.000,114.000,206.810,-74.000,15.000,21.240,-15.000,20.000,21.240,-11.000,127.025,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_12_16,16.800,71.000,16.800,2.000,87.000,105.870,-60.000,67.000,16.800,21.000,562.000,16.800,10.000,508.000,16.800,127.000,114.000,146.990,-74.000,15.000,16.800,-15.000,20.000,16.800,-11.000,127.085,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_16_20,16.000,71.000,16.000,0.000,87.000,117.400,-58.000,67.000,16.000,12.000,562.000,16.000,-6.000,508.000,15.520,152.000,114.000,144.300,-74.000,15.000,16.000,-15.000,20.000,16.000,-11.000,127.146,,
17/03/2021,17/03/2021,FCR,1,NEGPOS_20_24,13.600,71.000,13.600,8.000,87.000,107.120,-58.000,67.000,13.600,4.000,562.000,13.600,-6.000,508.000,13.240,152.000,114.000,124.650,-74.000,15.000,13.600,-15.000,20.000,13.600,-11.000,127.208,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_00_04,18.020,71.000,18.020,16.000,87.000,120.000,-60.000,67.000,18.020,3.000,562.000,18.020,26.000,508.000,18.020,121.000,114.000,18.020,-79.000,15.000,18.020,-15.000,20.000,18.020,-12.000,127.272,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_04_08,21.920,71.000,21.920,7.000,87.000,113.680,-58.000,67.000,21.920,8.000,562.000,21.920,-3.000,508.000,12.000,152.000,114.000,28.000,-79.000,15.000,21.920,-15.000,20.000,21.920,-12.000,127.336,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_08_12,18.400,71.000,18.400,2.000,87.000,129.840,-58.000,67.000,18.400,18.000,562.000,18.400,-14.000,508.000,3.680,152.000,114.000,18.400,-79.000,15.000,18.400,-15.000,20.000,18.400,-6.000,127.399,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_12_16,12.500,71.000,12.500,-4.000,87.000,82.680,-60.000,67.000,12.500,-3.000,562.000,12.500,17.000,508.000,11.240,152.000,114.000,12.500,-79.000,15.000,12.500,-15.000,20.000,12.500,-6.000,127.459,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_16_20,15.200,71.000,15.200,0.000,87.000,135.120,-58.000,67.000,15.200,14.000,562.000,15.200,-8.000,508.000,11.000,152.000,114.000,15.200,-79.000,15.000,15.200,-15.000,20.000,15.200,-6.000,127.521,,
18/03/2021,18/03/2021,FCR,1,NEGPOS_20_24,12.800,71.000,12.800,-4.000,87.000,113.760,-58.000,67.000,12.800,-2.000,562.000,12.800,17.000,508.000,11.000,152.000,114.000,36.000,-79.000,15.000,12.800,-15.000,20.000,12.800,-11.000,127.587,,
